review_id,product_id,review_title,review_body
1889563,0767002652,A Lot of Drama,"For a household of secrets, this is a hot bed of dullness. The English have a lot going on all the time, and the poor communication is just one example of how the Americans are better off... The Health Care system is the other"
3608945,B000633PU8,Doesn't do squat.,Doesn't do squat.  I mounted it to the near bottom (gravel level) on the outside of my 4 gallon acrylic aquarium.  It doesn't do a darn thing.  All I see is one small blue line across the entire thing.  Sent it back.  Not sure if mine was just defective or not.  I think I will try something else.
3593334,B0002AQPA2,I thought Kong was tough!,Don't waste your money! I have had other  Red Kong toys in the past and I thought the Black was supposed to be EXTREME! Nope. It lasted about 5 minutes. Very disappointed.
1586942,B001EO6654,Where's the BLUEBERRY?,I had a bad experience with this coffee flavor for several reasons.  The taste lacked the flavor or even hint of flavor of blueberry and the aroma was not very pleasent.  It's not my BREW.
1567275,B000R4LONQ,Borax is a great laundry booster - use instead of bleach!,This is a wonderful way to boost the cleaning power of all fabrics & is a great alternative to bleach. I paid less than $4 for my Prime Pantry box & don't understand the reviewer who complained he paid $12! Who would pay that much? Borax is a cheap product - never pay more than $4 a box.
289041,B0010W8XUG,Perfect For People Who Like The Emergency Room,"My dad took the first dose of this, and he woke up with severe vertigo and vomiting. After an IV and resting in the ER, he is hopefully on his way back to normal. It isn't worth the risk, especially considering at this time that the most given score for this product is ONE STAR. That's because it seems to hurt a lot of people who take it. The product needs to be taken off the shelves and banned by the FDA - and this is coming from someone who is obsessed with natural remedies (safe ones that work).Please don't buy this product. There are other cleanses out there that won't hurt you."
324496,B001F0RCRI,Bulk batteries reasonably priced,"If you need a lot of batteries, buying them in 2-packs is not the way to go. 8-packs make a bit more sense financially. The shipping was reasonably priced."
3753064,B001LC73GU,"Makes is Good, But the socket of the Bulb is not right","I bought this unit as a sales from Amazon warehouse. I had Kensun HID installed in my Van is real good working order. But when I install this kit, I found the light bulb connector cannot well connect each other. I check every of the parts is work OK. It can't tell are there (9006) had different in socket size. I hope the seller can specify or check their spec before they list the the HID for sales. At last, I sent my problem to Amazon Customer Service. They issue a return label immediately for me to return Kits. Their service is real high efficiency and promptly to solve out my concern. I'm sure Amazon provide good care of the customer."
832331,B00823EFEY,Reminds of the ones we had,"I loved these when I was a kid. This is fun and you can, it like copies itself so you touch the wheel button and it plays back. It's so pretty and the grand kids love it!"
3758132,B004GFS2C8,"fixed a chip, saved me big $$$","Had a stone that deflected off the windshield and chipped the glass. If left untreated, the crack would grow and the windshield would have to be replaced. Make sure to follow the directions very carefully. Even being meticulous, I had to actually do it 2x, as the adhesive did not penetrate well on the first effort. Second time around - the adhesive finally sealed all the cracks and the windshield had held up."
1294380,B0002CZZW4,Great cable - matches my Blues Jr.,"I keep this cable on my pedal board -Pedaltrain MINI With Soft Case. I've posted a photo on the pedaltrain Mini page. The right angle connector is great to exit the last pedal on the board and the straight connector goes into the amp. I use a Mogami silent cable -Mogami Platinum Guitar 12, Straight to Straight with Quiet Plug 12 feet- for the input to my guitar, but I can't justify paying a LOT more money for the side that goes to my amp (it's not getting bumped around, plugged and unplugged, etc.). This cable works perfect for it's purpose. Oh yeah... and it matches my tweed amp!!"
1677399,B00BNR7I18,Excellent Product!,"My son LOVES these things!  One box was gone within 48 hours!  He absolutely loved them.  And I love that it's made of fruit, with no added sugar.  I always like to give my kids fresh fruit like apples, bananas, oranges and clementines as often as possible, but sometimes I run out or the last couple pieces go bad before I have time to go to the store, so these are great!  It's definitely not a fruit/vegetable replacement by any means, but it's a great alternative to things like fruit gummies that I don't like to buy for my kiddo.We will definitely buy more of these!"
3745959,B000BN3A4Y,more like a toy,"I realize that there are testimonials for this product actually doing what it says it will do.  I have not had an occasion to need it in an emergency.  AND - I hope that I never do.  It does not inspire confidence.  It feels like something that would be included in a child's toy tool set.  Extremely lightweight.  Directions state you must hit the window in a specific location - good luck with that in an emergency.  I was hoping for a tool with enough weight, which added to acceleration, would break the window.  Again, I have not used it, and I will not trust it in an emergency - so I will be looking for a better product.  I do not recommend this item...at any cost."
3757038,B003V3RVWI,WORKS GREAT,WOW I sure had my doubts about this stuff beacuse here in Nevada right now it ius very very cold! So I rode my bike the other day in the rain and it was real dirty so I used this spray on was and it worked just fine and did not even hurt the wax job unbelievable I really like this stuff it goes a long way I did just like it says to on bottle and my bike was clean and still looked GREAT!!!
3227294,B003EYVXV4,Great movie from someone who hasn't read the books.,"I really enjoyed this. It took me awhlie to get my wife to get me to watch it, She read the books, but the last time she did this to me, I was stuck complaining through Twilight. But this was a great movie. I really enjoyed it. Very well done, and I actually can't wait for the next one."
3688665,B003E8GWFW,Cute but didnt last,My dog loved this but it did not take her long to rip it to shreds. You have to  watch them while they have it to make sure they don't eat one of the squeakers
1793053,B004X9CMDW,Adequate for most small projects,"This product is exactly what it appears to be - a simple but useful tool for marking a circle pattern on your woodworking project.  It is made of cheap plastic and lightweight aluminum shaft.  I wouldn't think it is too durable for the long run, but it did what I needed it to do.  FYI - there is no measurement guide on the shaft.  That would be a design improvement the manufacturers might consider for next time."
1295414,B0002E2VXS,Classic Picks,"These are a little larger than a traditionally sized, what you normally see used picks.  Thus, just a heads-up.  Having said that, they are top quality and are excellent picks.  I use all types and all brands and Fender's are always predictably great quality."
1925862,0782002064,Colorized Version Is Awesome,How can you go wrong with this movie.Watching it in color makes it even better. A holiday tradition to come in my family.
180336,B00FHL9CME,This is JUNK!,".What is it about Amazon that they can't oversee the claims attached to what they sell at least a LITTLE bit.I have bought SEVERAL cables from Amazon.The ones that really get my ire up all claimed something to the effect that they are Original, OEM, or something like that &#34;Samsung products.&#34; They even show pictures of the product with the Samsung NAME on it, as does THIS one.However, not everything is as it appears. What you usually GET doesn't have ANY name on it, and is made in China by some knock-off company, not in Korea by Samsung.And, having said all that, to the product, itself:NOT A SAMSUNG PRODUCT. NO SAMSUNG NAME OR LOGO ON IT.Don't make data connections, AT ALL.It is UNUSUALLY delicate, it breaks easily. You have to be unreasonably careful not to bend the cable or it will break. That is fatal. Mine broke within a week.I really resent the misrepresentations and shoddy products.."
3322197,B0050QNO5W,What goes where?,"Like others have said, they (the Travel Channel) should have named these volumes instead of seasons. It's really confusing because there are several episodes of Season 4 on this Season 3 set. Like Season 2 had episodes from Season 3.From Season 4 we get:Rolling Hills SanitariumReturn to Bobby Mackey'sWaverly Hills SanitoriumHill View ManorVulture MineUSS HornetLa Palazza MansionFort ChaffeeAmargosa Opera HouseSo, what's missing that should be on the next Season 4 set?Gettysburg Orphanage/Jennie Wade House/Engine HouseStanley HotelOlde Fort ErieVillisca Axe Murder HouseKell's Irish Pub RestaurantPico House HotelReturn to Goldfield HotelBonnie Spring RanchSalem Witch House/Lyceum RestaurantJerome Grand HotelYorktown HospitalMadame Tussauds Wax MuseumSacramento TunnelsHales Bar Marina and DamKentucky Slave HouseTooele HospitalLoretta Lynn's Plantation HouseAnd last, but not least, the specials, Best Evidence and Scariest Moments. Perhaps at some point we could get the entire Trans-Allegheny Lunatic Asylum live show as well. I won't hold my breath on that one, though. Love the guys and the show, but Travel Channel is messing with my head."
1835696,B000002J2S,Pleeaaaaaaseeeeee!,"Today there are lot of untalented artist that claim they arereally talented such as Avril Lavigne and Vanessa Carlton and those kind og garbage. The one who started that was Jewel. This girl from Texas or whatever made this album which has probably one of the most non-exicting collection of songs ever put on an album before. Her voice is not very good and when she sings it's like she has a fever or something and has just thrown up. It's that bad. The music isn't very interesting. She is clearly copying Joni Mitchell ( who is another overrated singer, but has created some amazing songs). The lyrics are not good either and knowing that over 11 million people bought this album just shows how the music industry is becoming more like a circus."
180754,B00FK0ECYA,It feels you pretty much have to stand next to the tag to make it work,"This is a thin plastic device that houses two button cell batteries (included in package) and a Bluetooth radio. You download an iPhone or iPad app for free and supposedly you can leave this in a wallet or something else and use the app to locate it. In pratice, I found this impossible to use. First of all, since it uses Bluetooth, its connection range is really short.  I placed it on my dining table and walked to the next room, and it disconnected. No I don't live in a house with steel walls. Worse, even tho during the setup I gave the app the permission to access Bluetooth even when the app is not running, it does not stay connected to the TrackR device when it's not running in the foregraound or when my iPad is sleeping. Also, what good is this when it doesn't really attach to anything? A small lanyard is included but it's not practical or convenient in most cases. It does not have a built in magnet or Velcro to stick to anything. On their website they quote Cnet as saying you can leave this in a wallet. Really??? The BT radio in TrackR won't magnetize my credit cards? And even tho it's thin it's still too thick for a normal wallet. A handbag, maybe, but then the BT range will be even shorter!The battery tray is very poorly made, and unlike what the sheet instructions say, you have to pull it all the way out to fit the two button batteries inside, and then sliding it back can be tricky. The whole thing is just so poorly thought out, plus the app has to stay on the foreground with your iPad or iPhone on full time to allow it to work, and then you have to leave your iPad just a few short feet from the device, because after you walk away and come back later, there's no guarantee that the app will set off the alarm. I've tried it several times.I didn't get a chance to try the Crowd Source Tracking feature, supposedly it lets other registered users discover your lost item with TrackR and the system will send you an e-mail about it.Finally, why did I have to give this company my name and e-mail address just to use this device? You cannot use the free app's features without registering. Sure, people can use fake info and whatnot, but that's just an annoying requirement, especially considering it's designed for short-range communication between this and the iOS gadget YOU own. I can't recommend this product, at least not before they worked out all the real world issues or clearly communicate to users what the limitations are and how to work around them."
3664430,B001LUCG9G,Much better than I thought,"I had been using a different product that included cleaning pads but they were just a bit too perfumy, but got the job done.  I thought I would try these drops and am glad I did.  I placed the bottle in a plastic sandwich bag and then put it in a cup of warm water, to warm the drops to room temp.  Then administered to the dog's ears.  He accepted them and I was able to wipe his ears out without issue.  The smell is a fresh smell.  Not very antiseptic in odor as someone else mentioned in another review.  But favorable and clean smelling.  I'm better able to detect (by smell) if my dog has foul smells in the ear. *Reminder to keep the tip clean*  I highly recommend this product."
69492,B006GZITVA,"Simple, elegant and effective","This is a great case and exactly what I was looking for. I am not a fan of bulky cases, especially with the Galaxy Note 3. I usually got with TPU because I love the feel and it fits snugly without stretching. Nonetheless, this case keeps the phone safe and keep the extra bulk to an absolute minimum. All of the cuts for headphones, charger, etc. are perfectly aligned. The last item I wanted to address was something which was a concern for me prior to ordering this: the &#34;handle-looking&#34; ridges on the back. They look much larger and more raised in the picture, but they are quite small and protrude only 1-2 mm from the rest of the case. It seems to be just a minor aid for grip.Bottom line: Awesome case and definitely a recommended buy!"
29438,B0044WTQVE,BUBBLES!,I could not get any of them to go on without bubbles all over. Spend the xtra dollar and get the anti-glare kind
411816,B0042RPDYU,This is NOT a non-toxic product,"This is pretty much the same review that I made for the to-go pack of hand wipesBabyGanics Alcohol Free Hand Sanitizer Wipes, On the Go Soft Pack, Light Citrus Scent, 20-count Pouch (Pack of 4). The ingredients that are listed on Babyganics website (and not even listed here on Amazon) are not the same that those actually used (at least for this citrus scent version, that contains fragrance).These wipes get a ""3"" on skin deep database ""build your own report"" (when you enter yourself the list of ingredients), which is a ""moderate health hazard"". There are worst products, but this is also not a non toxic product.At least this one ""only"" contains fragrance as an additional ingredient, compared to the to-go wipes. However fragrance is a major offender. I guess I'm not too objective though, doing this review still upset by the hand wipes (that are rated 4 and contain potassium sorbate, phenoxyethanol and fragrance on top of the ingredients listed).Anyway - I tossed the box as soon as received. I will stick to CleanWell products, that are TRULY non toxic (rated 0 or 1)."
1799546,B005UD5D36,Perfect for rifle crown deburring.,These dermal bits work very good for what they were designed to do.  Keep in mind they are rubber so they are for very very light sanding.  Each bit will work for approximately one application and then it will be trashed.  I used them for deburring a recrowned rifle barrel.
1167731,B00DZJ4O2S,Fabulous!,This game is addictive. play on break at work and can't. wait to play again.  You will love this Game.
64971,B0060BOYSM,Having to buy a replacement,Bought this to use with my Droid X. Specifically to use for drawing with a game... I've only had it about six weeks and just noticed the stylus end is torn. I have no idea how this happened because I am careful with my things. Also the pen end keeps popping off.  Not happy with it at all.
1547231,B000EDK67K,Do not use for cheese making; allergy alert - not pure powder.,"It may be a great buy for people who don't make cheese and have no food allergies.Unfortunately, it was a waste of money. I relied on a positive reveiw, hoping to make cheese with this milk.  It does not act or taste like pure powdered milk should.It does not make a curd at all.Additonally, the powder has some inclusions in it, small purple seeds (grains), when dissolved in water- it becomes soapy, and tastes soapy too.. Probably mixed with one of those ""gums"" or ""beans"" to give a no-fat product a more ""creamy"" (comes out as soapy) flavor.I give it one star, because the producer of this milk does not indicate the full ingredient list of his milk and tricks customers like me into buying it relatively cheaply, but with a no-return ""catch""."
3676255,B002CZNC4C,Can't get past the smell&#8230;,"This stuff smells like my grandmother's house (think baby powder and cheap floral). It isn't horrible, so I didn't feel like sending it back in the middle of a busy time (moving to a new home) because it wasn't that bad&#8230; but I honestly don't think I'll ever use it. There's lots of grew options out there that will make your little pupster smell delicious&#8230; and this isn't one of them."
461999,B006U7BLAK,Naturasil for Skin Tags,This product does not work. I have used it for six months to remove skin tags and not one has fallen off. I don't know why you want to advertise a product that does not work. I finally had to go to my dermatologist to have all my skin tags cut off. Why do you want to offer a product that does not work? I cannot recommend this product to remove skin tags. I should have asked for a refund.
3749558,B000N3W8J0,Good strong product,"Works just as described.  It does well by giving me a surface to loosen the dirt off my car cleaning brush, and it also allows the dirt to filter through and go to the bottom of the bucket.  Very tough also, a few times I have thrown the water out of the bucket after I'm done only to see the guard launched across the driveway - no harm to it, and just rinsed it off for the next use."
424098,B004JF3G08,Not a fan,"I'm a 30 year old male and I tried this on quite a few occasions over the winter in an attempt to alleviate seasonal depression symptoms. I had minimal luck, which was probably more placebo related.  It is really bright and hard to have pointed at you for the suggested times.  Also it has no adjust-ability on where the light is directed, the kick stand is either in or out and it makes it very hard to properly align with your body. It also has no grip on the bottom and slips very easily on most surfaces.  It has fallen maybe times when gently bumping the unit itself or whatever it is stationed on top.  To its credit, it did not break in the many drops, and all of the lights still work.  I wouldn't suggest this product in its current form even if the light itself did alleviate my issues, I believe it is very poorly designed for what it is supposed to do."
1518613,B00AXE639A,Not suitable for kids....,"Hmmm I am very reluctant to buy this for my kids.It is an alright product, of course way overpriced for kids.Biggest problem is, why is the pre-pubescent girl dressed in skin-tight clothes, with her black panties on the outside, highlighting the crotch area?Could have given her a different costume design, I am sure there are more conservative ones they can think of.So.... just 2 stars."
42733,B004WOBMIE,BIG disappointment,"I was excited to get this because of the extra battery.  Which is needed because even with my Wifi and GPS turned off my Droid Charge battery is awful.  It takes two batteries to get through the day.  I tried extended life, but they don't seem to last much longer.  And to make matters worse, now my Desk Cradle stopped charging batteries.  So other than being helpful to turn my phone into an alarm clock, this cradle is not worth it.  I basically regret getting the Droid Charge.  I don't live in a 4G area, but when I turn off the 4G seeking the my 3G stops working.  I only get 3G when the phone is in 4G mode.  Sigh.  And now the desk cradle stopped charging batteries.  I'm trying to stay true to the ANdroid phones because I really loved my Droid 2 and I love having a Google based phone.  If my Droid 2 didn't die, I could have waited for the Bionic or the Razr.  Oh well, just put up with it for 2 years and probably switch to iPhone.  My iPhone pals seem to get a lot more from their batteries than any of the Droids I've had (and I'm no my second Droid Charge thanks to a defect on the first one I bought)."
1481956,B004UDLRMS,are you kidding me?,I stopped playing within 20 minutes. The storyline is retarded. capcom should be ashamed they made this game. Hopefully re6 isnt this bad
3643812,B000W5SLB8,"If there were more stars, I would rate this even higher","My dog was a rescue  with &#34;issues&#34;.  It turned out he had allergies to grain and dairy and a weakened immune system.  This dog food has helped him become a happy, healthy dog.  No more allergies and his immune system is getting stronger.  It is also good for his teeth.  I often will give him a taste of our food from the table IF it is included in the ingredients in this food.  I feel good knowing that he is getting the best food available for him."
46863,B0054VNHSW,Excellent Power pack!,"This Anker Slim battery pack is outstanding.  It is as it says, very slim and convenient.  It charges with a Micro USB cable which is included.  Charge time is pretty quick.  It also comes with a built in micro USB cord that will charge something with a micro USB slot, such as an Android Smartphone.  Most of the people buying this will charge their phones or tablets with this device, and it works great in that regard.  I've had many rechargeable battery packs.  The ones from Anker have always been excellent working and a value on top of that.It also includes a built in LED light which is bright enough for fishing around in the dark in your glove box or purse if you're a woman.  Handy. It also has a very simple battery gauge that shows power remaining in the pack in 25% increments.  All in all, this battery pack will serve your needs at a fine price and without bulk.  Perfect for recharging your cell or giving your tablet a bit more juice if you can't get to an outlet."
1300448,B001MMYVZU,Works as advertised,"Nothing special here. If you don't like doing the shoelace thing with your acoustic guitar strap, and you don't want to bore a hole in the heel, then this is a nice compromise. There are slits on both ends of the leather, which means you can reverse the button if you don't want the logo on the front of the guitar neck/headstock. You could even flip it inside-out and have the soft leather side exposed. I subtracted a star because I think the button should be made out of metal instead of plastic."
1299555,B000W00X1Y,Very nice for the price,"It sounds good. Not as a professional tube driver, but quite well for the price. Perfect for begginners and intermediate players that can't afford something else that is a little bit more expensive."
1856988,B00005KCHA,"No, No &amp; NO!","This album has to be one of the worst recordings of a time. Puffy used to be rap, but ever since '98, he has been 100% pop. If you want to pick up some real east coast rap, then check out &quot;Reasonable Doubt&quot; by Jay-Z."
1296334,B0002GXV2Q,pedal cables,good product great price. as long as you take care of them they seem as though they will last quite a while.
1609024,B002LL8Q2K,"Ordered on several occasions, Just received a bad batch.","I normally love these mangoes, but this time I think I received a bad batch. I had to throw them away. Something was wrong. It didn't taste like the others. Hopefully the company will correct it, and then I will follow-up. The company is not at fault, sometimes you will get a bad batch. It happens. Will wait to see if item is replaced."
502295,B00B1TKY8C,Worst brush ever,"Been using brushes for years.  Read the reviews and thought I would replace my eshave brush.  First use, hairs fell out and became knotted up.  Would not hold water or lather.  Don't waste your money.  Spend a little extra and buy something else"
3591709,B00028ZMEO,Works great and non-staining,My puppy immediately stopped chewing on the sofa cushions and the edges of the area rugs.  No staining or color change in the fabrics.  Very light spraying was all it took.  Should have bought it sooner.  A great product.
1854171,B00004TA8K,Sleeper cd of 2000 brings Dandy's to forefront of rock,"&quot;Thirteen Tales From Urban Bohemia&quot; is about as perfect of a rock record as you'll find anywhere.  The Dandy Warhols have grown by leaps and bounds since &quot;The Dandy Warhols Come Down&quot;.  The songwriting is, for the most part very original, with the exception of the blatant Stones lift for the beginning of &quot;Bohemian Like You&quot;.  Courtney Taylor-Taylor and the rest of the band weave in and out of styles and sounds effortlessly which results in a very cohesive listen.The cd opens up with &quot;Godless&quot; (which also borrows a little bit, this time from George Harrison) a stunning mid-tempo, acoustic driven piece, laced with trumpet for extra oomph.  It's a wonderful way to start things off.  The Dandy's followup with 2 instrumentals that fit perfectly in the mix and then the back porch twang of &quot;Country Lever&quot;.  Things shift into high gear with a triumvirate of catchy rockers that practically beg you to put on repeat.  The final 5 tunes are a grab bag of styles ranging from cool loungers to mad rockers to gospel-flavored ballads.  These tales tell a story that everyone should hear."
1822053,B000000518,average,"Aaliyah is not much of a singer but she has a style about her in her delievery that makes her credible.i really liked Back&amp;fourth.R.Kelly dominates all thru this disc.she has a certain it about her that  Brandy,Monica,Myia,etcc.. don't."
1705418,B0000DCBK0,outstanding in & out of the table,"This is the ""perfect fit"" for router table use. I can't comment on hand-held use because it immediately went into the router table. This machine is smooth cutting, powerful and quiet. The features for the table mount are perfect. PC put a lot of thought into this one! You can adjust the bit height using the 75301 height adjustment knob, lock/unlock the motor from the mount and lock the spindle all from above. The spindle/collet raises enough that you don't have to reach down inside the mount to get to the collet nut. My only gripe was that the height adjustment knob is an accessory costing an extra twenty to thirty bucks depending on where you find it. Amazon doesn't carry it yet but a web search will turn up a bunch of sites that do. I thought I'd save a few bucks and just use a 1/4 drive 3/16"" socket and extension bar but none of the sockets I have found will fit through the hole in the base. The knob from PC has a second, located lower, plastic guide that helps to align the knob shaft with the height adjuster mounted on the base. I guess the best bet is to spend a few more bucks and get the PC version.This unit comes with an interactive cd that is very well done. Even has plans and a short movie from the router workshop on building a table. Very well done I might add.All in all I would give it six stars if I could.This is an up-date to a reveiw I posted in 2003 the same week I got this router. Well the good news is after 3 years of regular use I would still give this router 6 stars if I could. I figure I saved major money over buying a ""router lift"" type of accessorie because this router does all of that and does it well. The not-so-good-news is the router was recalled. I called my service center and drove over to be presented with a brand new router motor. Yes I am well out of warranty but they gave me the brand new motor, no questions asked! I don't think I could ask for more. I have since purchased the vac. handle kit and can rave over the performance of that item too. Once again, six stars if they would let me! I've never had one moment of dissatsifaction. I have had to make a few minor adjustments over the years but performance has never really suffered. Give this one a good look. I know you won't be disappointed. I sure haven't been!"
523482,B00F4HIBAA,Two Stars,came off over night.
1133654,B00CX713IG,Challenging and...,Great for young and old as they from one intriguing city to the next. Opportunity for all to sharpen their geography skills.
1297377,B0006NDF8A,It's not what i was expecting.,"The material it's made of is good, and it holds the guitar. The only things i don't like are 2.1)Each of the corners has a cap. The one at the bottom where you actually put the guitar it comes off.2)The part at the bottom that looks like a U (used to hold the guitar) it spins... It means that there is nothing like a bolt or a screw to make it stay still, so every time you try to put your guitar on you have to make sure to put that straight.I would suggest to but a more expensive model or a totally different one."
1560389,B000HVX6NK,THIS IS PRETTY GROSS,"Not good at all. I am comparing these to the Trader Joes seaweed snacks. These are texturally similar, TJs are a bit crunchier. The flavor on these is pretty gross though. They do not taste fresh and crisp, they have this weird gross dirty seawater flavor. I would avoid these and try another brand. I wish amazon will allow a return, but it is food so highly unlikely."
252211,B000GP0O0K,Great Pre Workout!!,"Very satisfied with this product after reading endless reviews and trying multiple pre workouts. I was looking for another pre workout after trying to get off craze...srs....i couldnt get away from it it was so good. but now that its taken off the shelve i had to look elsewhere, long story short, i have ordered, mp assault, white flood, craze, and now this, i have taken in for a week now and my workouts have been just as intense as ever, i am fully energized, pumped, and can tap into that mental &#34;rage&#34; or whatever you want to call it to get those last few reps in, very satisfied and have nothing bad to say about this!"
1439462,B002I0EH6I,Not my type of game...,"I bought this game because of all the reviews were so high for it. I personally think it's terrible. The graphics look cartooney and there are no real good cinematic scenes. Also there really isn't much of a story to this game except for you are a fallen angel who tries to regain your position as a guardian angel and you don't know why you lost your angel abilities in the first place. Trying to alchemist anything is also pretty lame and the people you have in your party you create yourself, there is no character story line for them and I didn't like that either. If you are a final fantasy 7 fan or a fan of the other later final fantasies I would not recommend buying this game. Gameplay was lame too."
3094124,B001KEHAG2,"The ""must-see"" independent film of 2008. Melissa Leo is a powerhouse!","FROZEN RIVER is not the sort of movie that will ever generate excited enthusiasm or exuberant praise.  It is a movie of quiet power, and a reminder of what acting can really be like.  It won't change lives or stir national debate.  But it can remind us that movies have the power to show us, up close, how others live.Set in upstate New York, right along the border to Canada, we meet Ray Eddy (Melissa Leo), a late 40-something mother of 2 boys, aged 15 & 5.  She's sitting her beat up little car, in front of her seriously run-down tiny mobile home...obviously frozen in shock or anger or sadness over something she's seeing (or not seeing) in her glove box.  Turns out her husband Troy, a problem gambler, has found her hard-earned stash of cash...the cash that was to make the initial payment on a new double-wide mobile home for her family.  We soon learn that Ray Eddy is almost single-minded in her NEED to get this trailer for her family.  For these very poor folks, it is a step into luxury...one that promises a better life for her kids and a Jacuzzi tub for her.Her oldest son is often left to care for the younger kid, and he has a pretty good idea of just how broke his family is.  He even turns to phone credit card scams to earn some extra money.  But he's only 15 after all, and he might think he's pretty hardened, but he's not.  He's also torn between anger at his mother (who he blames for driving his dad away) and anger at his father for gambling their money away and leaving home.While searching for signs of her husband, Ray Eddy meets Lily (Misty Upham) a belligerent, empty-faced Mohawk woman with problems of her own.  She's recently lost her husband to drowning while he was running illegal immigrants across the frozen river that runs through Mohawk land between Canada and the US.  Her mother-in-law has taken her infant son away, and Lily lives in a tiny camper in the woods, trying to scratch out a living, and trying to find a car to use for running illegals.The two women forge a very rough partnership.  Ray Eddy sees a chance to get back the money her husband squandered and Lily sees a chance to make some money to help provide for her child.  To say that these two women are not well-suited to a life of crime is putting it mildly...but this is no caper movie about criminal schemes gone wrong (although some things DO go horrifyingly wrong).  It is an exploration of poverty and a study of these two women and their relationship.What's nice is that the film doesn't depict these two women becoming buddies, or comrades or even laughing together over a beer.  They need each other to get what each of them wants, and they don't really care for each other all that much...or at least, they don't care to understand each other.  Except you can imagine that driving illegal immigrants over a frozen river in freezing conditions, compromising your own values, just to take care of your kids DOES have an effect on Ray Eddy & Lily.Thankfully, the film never preaches either.  It isn't making a political point.  These people are poor, and expect to be all their lives.  No politician or political party is going to change this.  We aren't asked to think, ""ah, if only we could help these poor folks.""  We're asked to understand what people in these circumstances might do for their families.The film manages to build the most incredible tension during its second half. I will NOT tell you the various things that happen.  In a way, they could be deemed as being a bit too ""Hollywood""...but the movie has earned your trust and drawn you in, that you don't see the developments as mere plot twists, but instead as the natural outcome of what these women go through.  For a movie so quiet and unassuming...it sure had me on the edge of seat and filled with dread.  It also has a truly satisfactory ending...something SO few movies can really claim.There are a few problems with the film.  Ray Eddy, despite all her fierceness and protectiveness, is pretty stupid with money.  There are a couple of nagging loose-ends (what happens to the cars?).  There is also a NY state trooper (Michael O'Keefe) who functions almost like a slow-witted Javier...that it to say, he's a convenient device who makes a couple of unlikely appearances.  Also, I couldn't help wondering if Ray Eddy was totally ignoring programs that might have helped her, like food stamps.But for every little nagging moment, there is a wonderful observation.  My favorite example:  Ray Eddy's family nearly misses their next payment on their Rent-to-Own TV.  And despite the squalid conditions they live in, their TV is of the giant, widescreen variety.  Everything else in their house is cheap and/or broken, but hey, this is America and we've got to have our priorities straight!  Sure, they're eating popcorn and tang for breakfast...but at least the cartoons are giant.  The sad thing is...this observation is all too believable.And let me also say that the performances are revelations.  Misty Upham has the calm, stone-faced demeanor we often see in Native American characterizations...but she shows us in only the tiniest ways, what is going on beneath that exterior.  Charlie McDermott plays the oldest son, and he's thoroughly convincing as a smart but nave, angry but lonely 15 year-old.  But best of all is the always remarkable Melissa Leo.  Perhaps the best performer in 21 GRAMS, a movie packed with powerhouse work...Leo never ceases to be anything but down-to-earth and ""un-actorly.""  She is the most unshowy of performers, yet her characters feel lived-in and alive.  Never afraid to look haggard or lost, Leo also never fails to show grit and determination in a way that is believable.  Sadly, in much the way that Molly Shannon was overlooked a couple of years ago for her work in YEAR OF THE DOG, I imagine Leo will be overlooked come this awards season.But I hope you don't overlook FROZEN RIVER.  For a movie with such bleak subject matter...it is surprisingly uplifting and starkly beautiful.  And with little bad language and no sexual material...I'd encourage you to let your kids aged 14 and up take a look and see how a movie NOT playing in the local multiplex can be so satisfying on a completely different level."
1519014,B00B03H6GM,I loved it. The storyline was great,"This is a play and play again game, I loved it. The storyline was great, games terrific, provided hours of enjoyment. The interaction with characters was fantastic, felt I was in the story itself.  I thought the male character could have been a little bit more developed though. Maybe in a sequel, (I hope, I hope) they could write him a bit more masculine."
1817632,B00DPUO6XO,Bright!,"This is my first LED light and I love it!  I use it in my basement, where it's pretty dark in the winter and I'd like to stop constantly replacing my regular bulbs.  I have tried the spiral compact fluorescent, but I really don't like how long they take to ""warm up"" and I'm not so sure about the way they are ""recycled"" locally.  So this seems like a better idea, and I'm happy to see how much brighter they are than regular bulbs.  Perfect for the basement."
297611,B0013OVVAK,Who the hell are they to claim that this product is vegetarian/vegan when it contains gelatin?,"It even says it on the bottle as plain as day. Gelatin comes in two forms: beef, and the more reprehensible pork. Filthy liars."
132414,B009TT3RJE,love this,"saw this in the store for $39 and when i found this on amazon I wasnt sure what to expect. The quality was great, and it looked just like the one in the store except this one only cost me a couple of bucks!"
2444129,B00004Y631,Not really worthwhile on any level,"I rented this film knowing it would have nothing to do with Beowulf, the book. In fact, I rented it expecting very little, except for maybe a couple good action scenes and some Rhona Mitra cheesecake. There's one passable action scene in the first few minutes, and Rhona Mitra is appealing in her low-cut leather bodice, but she doesn't really do anything in the movie, and frankly, neither does anyone else. This movie is ten minutes of excitement jam-packed into two hours. It's not really &quot;funny bad&quot; in a B-movie way, and it's not really interesting on any other level. The biggest laugh you will get out of this flick is the &quot;Mortal Kombat&quot; rip-off opening credits. If you're looking for a cheesy B-movie to watch, re-rent an old favorite and don't waste your time with this one."
